genre,sub_genre,artist,album,song,ntQ,ntG,ntV,ntR,ntS,ntGl,ntRx,ntC,ntL
Metal,Progressive,Mastodon,Crack the Skye,The Czar: Usurper / Escape / Martyr / Spiral,"8,75","8,5",,,,,,,
Metal,Progressive,Mastodon,Crack the Skye,The Last Baron,9,8,,,,,,,
Metal,Progressive,Mastodon,Emperor of Sand,Ancient Kingdom,,9,,,,,,,
Metal,Progressive,Mastodon,Emperor of Sand,Andromeda,,"8,5",,,,,,,
Metal,Progressive,Mastodon,Emperor of Sand,Clandestiny,,"8,75",,,,,,,
Metal,Progressive,Mastodon,Emperor of Sand,Jaguar God,,"8,5",,,,,,,
Metal,Progressive,Mastodon,Emperor of Sand,Precious Stones,,"8,25",,,,,,,
Metal,Progressive,Mastodon,Emperor of Sand,Roots Remain,,"8,5",,,,,,,
Metal,Progressive,Mastodon,Emperor of Sand,Scorpion Breath,,"8,75",,,,,,,
Metal,Progressive,Mastodon,Emperor of Sand,Show Yourself,,"8,25",,,,,,,
Metal,Progressive,Mastodon,Emperor of Sand,Steambreather,,9,,,,,,,
Metal,Progressive,Mastodon,Emperor of Sand,Sultan's Curse,,9,,,,,,,
Metal,Progressive,Mastodon,Emperor of Sand,Word to the Wise,,"8,75",,,,,,,
Metal,Progressive,Mastodon,The Hunter,All the heavy lifting,,9,,,,,4,,
Metal,Progressive,Mastodon,The Hunter,Bedazzled Fingernails,,"8,5",,,,,,,
Metal,Progressive,Mastodon,The Hunter,Black Tongue,,"8,75",,,,,,,
Metal,Progressive,Mastodon,The Hunter,Blasteroid,,"8,5",,,,,,,
Metal,Progressive,Mastodon,The Hunter,Creature Lives,,7,,,,,,,
Metal,Progressive,Mastodon,The Hunter,Curl of the burl,,"8,5",,,,,,,
Metal,Progressive,Mastodon,The Hunter,Dry bone valley,,"8,75",,,,,,,
Metal,Progressive,Mastodon,The Hunter,Octopus has no friends,,"7,5",,,,,,,
Metal,Progressive,Mastodon,The Hunter,Spectrelight,,"8,75",,,,,,,
Metal,Progressive,Mastodon,The Hunter,Stargasm,,"8,5",,,,,,,
Metal,Progressive,Mastodon,The Hunter,The Hunter,,"8,5",,,,,,,
Metal,Progressive,Mastodon,The Hunter,The Sparrow,,7,,,,,,,
Metal,Progressive,Mastodon,The Hunter,Thickening,,7,,,,,,,
Classique,Ballet,Maurice Ravel,N/A,Boléro,9,,,"6,5",,,,,
Hip Hop,,MC Hammer,Please Hammer Don't Hurt 'Em,U Can't Touch This,"7,75",,,,,,,,
Metal,,Meat Loaf,Bat Out of Hell,Bat Out of Hell,"8,25",,,"8,7",,,,,
Metal,Thrash,Megadeth,Countdown to Extinction,Architecture of Aggression,"8,5","7,5",,,,,,,
Metal,Thrash,Megadeth,Countdown to Extinction,Ashes In Your Mouth,"7,75",,,,,,,,
Metal,Thrash,Megadeth,Countdown to Extinction,Captive Honour,"8,75",,,,,,,,
Metal,Thrash,Megadeth,Countdown to Extinction,Countdown to Extinction,9,"8,5",,,,,,,
Metal,Thrash,Megadeth,Countdown to Extinction,Foreclosure of A Dream,"8,25",8,,,,,,,
Metal,Thrash,Megadeth,Countdown to Extinction,High Speed Dirt,8,,,,,,,,
Metal,Thrash,Megadeth,Countdown to Extinction,Psychotron,"8,25",,,,,,,,
Metal,Thrash,Megadeth,Countdown to Extinction,Skin O' My Teeth,"7,75","7,25",,,,,,,
Metal,Thrash,Megadeth,Countdown to Extinction,Sweating Bullets,"8,75","8,75",,,,,,,
Metal,Thrash,Megadeth,Countdown to Extinction,Symphony of Destruction,"9,25",9,,"7,4",,,,,
Metal,Thrash,Megadeth,Countdown to Extinction,This Was My Life,"8,75","8,25",,,,,,,
Metal,Thrash,Megadeth,Peace Sells... But Who's Buying,Bad Omen,"7,75",,,,,,,,
Metal,Thrash,Megadeth,Peace Sells... But Who's Buying,Devil's Island,8,,,,,,,,
Metal,Thrash,Megadeth,Peace Sells... But Who's Buying,Good Mourning/Black Friday,8,,,,,,,,
Metal,Blues Rock,Megadeth,Peace Sells... But Who's Buying,I Ain't Superstitious,"7,5",,,,,,,,
Metal,Thrash,Megadeth,Peace Sells... But Who's Buying,My Last Words,"7,75",,,,,,,,
Metal,Thrash,Megadeth,Peace Sells... But Who's Buying,Peace Sells,"9,25",,,,,,,,
Metal,Thrash,Megadeth,Peace Sells... But Who's Buying,The Conjuring,9,,,,,"7,5",,,
Metal,Thrash,Megadeth,Peace Sells... But Who's Buying,Wake Up Dead,"8,5",,,,,,,,
Metal,Thrash,Megadeth,Rust in Peace,Dawn Patrol,"8,5","8,5",,,,,,,
Metal,Thrash,Megadeth,Rust in Peace,Five Magics,"8,75","8,5",,,,"7,75",,,
Metal,Thrash,Megadeth,Rust in Peace,Hangar 18,9,9,,"8,3",,,,,
Metal,Thrash,Megadeth,Rust in Peace,Holy Wars...The Punishment Due,"9,25","9,25",,,,,,,
Metal,Thrash,Megadeth,Rust in Peace,Lucretia,"8,75","7,5",,,,,,,
Metal,Thrash,Megadeth,Rust in Peace,My Creation,"7,75",8,,,,,,,
Metal,Thrash,Megadeth,Rust in Peace,Poison Was The Cure,"8,5",8,,,,,,,
Metal,Thrash,Megadeth,Rust in Peace,Rust in Peace...Polaris,"8,5",8,,,,,,,
Metal,Thrash,Megadeth,Rust in Peace,Take No Prisoners,8,"8,25",,,,,,,
Metal,Thrash,Megadeth,Rust in Peace,Tornado of Souls,"9,5","8,75",,,,,,,
Metal,Thrash Metal,Metallica,...And Justice for All,...And Justice for All,,"8,5",,,,,,,
Metal,Thrash Metal,Metallica,...And Justice for All,Blackened,,"8,5",,,,,,,
Metal,Thrash Metal,Metallica,...And Justice for All,Dyers Eve,,"7,5",,,,,,,
Metal,Thrash Metal,Metallica,...And Justice for All,Eye of the Beholder,,"7,75",,,,,,,
Metal,Thrash Metal,Metallica,...And Justice for All,Harvester of Sorrow,,"8,25",,,,,,,
Metal,Thrash Metal,Metallica,...And Justice for All,One,,"8,75",,,,,,,
Metal,Thrash Metal,Metallica,...And Justice for All,The Frayed Ends of Sanity,,7,,,,,,,
Metal,Thrash Metal,Metallica,...And Justice for All,The Shortest Straw,,"8,5",,,,,,,
Metal,Thrash Metal,Metallica,...And Justice for All,To Live is to Die,,"8,3",,,,,,,
Metal,Thrash,Metallica,Metallica,Don't tread on me,"7,5","8,5",,,,,,,
Metal,Thrash,Metallica,Metallica,Enter Sandman,9,8,,7,,,,,
Metal,Thrash,Metallica,Metallica,Holier than Thou,7,8,,,,,,,
Metal,Thrash,Metallica,Metallica,My friend of misery,"8,5","7,5",,,,,,,
Metal,Thrash,Metallica,Metallica,Nothing else matters,"8,5",8,"7,5","7,1",,,,,
Metal,Thrash,Metallica,Metallica,Of wolf and Man,"6,5",9,,,,,,,
Metal,Thrash,Metallica,Metallica,Sad But True,"8,5",9,,,,,,,
Metal,Thrash,Metallica,Metallica,The god that failed,"8,5","8,5",,,,,,,
Metal,Thrash,Metallica,Metallica,The struggle within,"7,5",7,,,,,,,
Metal,Thrash,Metallica,Metallica,The Unforgiven,"9,5","8,5",,,,,,,
Metal,Thrash,Metallica,Metallica,Through the never,8,8,,,,,,,
Metal,Thrash,Metallica,Metallica,Wherever I may Roam,"7,5",9,,,,,,,
Metal,Thrash,Metallica,Ride the Lightning,Creeping Death,8,8,,,,,,,
Metal,Thrash,Metallica,Ride the Lightning,Escape,"8,25",8,,,,,,,
Metal,Thrash,Metallica,Ride the Lightning,Fade to Black,9,8,,,,,,,
Metal,Thrash,Metallica,Ride the Lightning,Fight fire with fire,"7,5","8,25",,,,,,,
Metal,Thrash,Metallica,Ride the Lightning,For whom the bell tolls,9,"9,25",,,,,,,
Metal,Thrash,Metallica,Ride the Lightning,Ride the lightning,8,8,,,,,,,
Metal,Thrash,Metallica,Ride the Lightning,The call of ktulu,9,9,,,,,,,
Metal,Thrash,Metallica,Ride the Lightning,Trapped under ice,"7,75",8,,,,,,,
Metal,Symphonique,Metallica,S&M,Devil's Dance,,8,,,,,,,
Metal,Symphonique,Metallica,S&M,For Whom the Bell Tolls,,9,,,,,,,
Metal,Symphonique,Metallica,S&M,Fuel,,"8,5",,,,,,,
Metal,Symphonique,Metallica,S&M,Master of Puppets,,"8,75",,"7,4",,,,,
Metal,Symphonique,Metallica,S&M,No Leaf Clover,,"8,75",,,,,,,
Metal,Symphonique,Metallica,S&M,Of Wolf and Man,,"8,75",,,,,,,
Metal,Symphonique,Metallica,S&M,The Call of Ktulu,,"9,3",,"8,2",,,,,
Metal,Symphonique,Metallica,S&M,The Memory Remains,,9,,,,,,,
Metal,Symphonique,Metallica,S&M,The Thing That Should Not Be,,8,,,,,,,
Pop,,Michael Jackson,Bad,Another Part of Me,"6,75",,"6,5",,,"6,75",,,
Pop,,Michael Jackson,Bad,Bad,"7,5","8,75","7,5","7,3",,"6,5",,,
Pop,,Michael Jackson,Bad,Dirty Diana,"7,75","8,5",6,,,"7,1",,,
Pop,,Michael Jackson,Bad,I Just Can't Stop Loving You,6,,6,,,"6,5",,,
Pop,,Michael Jackson,Bad,Just Good Friends,"6,5",,6,,,"6,7",,,
Pop,,Michael Jackson,Bad,Leave Me Alone,"7,75",,6,,,7,,,
Pop,,Michael Jackson,Bad,Liberian Girl,"5,75",,6,,,7,8,,
Pop,,Michael Jackson,Bad,Man In The Mirror,"7,25",8,"7,5",,,"7,75",,,
Pop,,Michael Jackson,Bad,Smooth Criminal,"8,25",9,"8,5",,,"7,75",,,
Pop,,Michael Jackson,Bad,Speed demon,"7,75",,6,,,"7,5",,,
Pop,,Michael Jackson,Bad,The Way You Make Me Feel,"6,75",8,"7,5",,,7,,,
Pop,,Michael Jackson,Thriller,Baby be Mine,,"7,5",,,,,8,,
Pop,,Michael Jackson,Thriller,Beat It - Single Version,,"9,25",,"8,5",,,,,
Pop,Funk,Michael Jackson,Thriller,Billie Jean,"8,5",9,9,"7,6",,,,,
Pop,,Michael Jackson,Thriller,Human Nature,,"8,25",,,,,,,
Pop,,Michael Jackson,Thriller,P.Y.T (Pretty Young Thing),,"8,5",,,,,,,
Pop,,Michael Jackson,Thriller,The Girl is Mine (with Paul McCartney),,"8,25",,,,,,,
Pop,,Michael Jackson,Thriller,The Lady in My Life,,8,,,,,,,
Pop,,Michael Jackson,Thriller,Thriller,"8,75","8,5",,"7,2",,"8,25",,,
Pop,,Michael Jackson,Thriller,Wanna Be Startin' Somethin',,"8,25",,,,,6,,
Rock,Indie,Modest Mouse,Strangers to Ourselves,Lampshades on Fire,"8,5",?,,,,,,,
Metal,Heavy Metal,Mötley Crue,Shout at the Devil,Shout at the Devil,"7,75",,,,,,,,
Classique,,Mozart,Requiem in D minor K 626,1. Introitus : Requiem,8,,,7,,"9,5",10,,
Classique,,Mozart,Requiem in D minor K 626,2. Kyrie Eleison,"7,75",,,,,8,10,,
Classique,,Mozart,Requiem in D minor K 626,3. Sequenta: Confutatis,"8,5",,,,,"9,5",9,,
Classique,,Mozart,Requiem in D minor K 626,3. Sequenta: Lacrimosa,9,,8,,,"9,8",10,,
Classique,,Mozart,Requiem in D minor K 626,3. Sequenta: Recordare,8,,,,,"9,25",,,
Classique,,Mozart,Requiem in D minor K 626,3. Sequenta: Rex tremendae,"8,75",,,,,"9,5","9,5",,
Classique,,Mozart,Requiem in D minor K 626,3. Sequentia: Tubamirum,"9,25",,,,,"9,5",,,
Classique,,Mozart,Requiem in D minor K 626,3a. Sequienta: Dies irae,"8,75",,,,,"9,75",10,,
Classique,,Mozart,Requiem in D minor K 626,4. Offertorium: Domine Jesu,"7,5",,,,,9,9,,
Classique,,Mozart,Requiem in D minor K 626,4. Offertorium: Hostias,"8,5",,,,,9,,,
Classique,,Mozart,Requiem in D minor K 626,5. Sanctus,7,,,,,"9,5",,,
Classique,,Mozart,Requiem in D minor K 626,6. Benedictus,"7,5",,,,,"8,75",,,
Classique,,Mozart,Requiem in D minor K 626,7. Agnus Dei,7,,,,,9,10,,
Classique,,Mozart,Requiem in D minor K 626,8. Communio: Lux aeterna,"7,5",,,,,9,,,
Rock,Alt Rock,Muse,Black Holes and Revelations,Assassin,8,8,7,,7,,,,
Rock,Alt Rock,Muse,Black Holes and Revelations,City of Delusion,"6,75",8,7,,6,,,,
Rock,Alt Rock,Muse,Black Holes and Revelations,Exo-Politics,7,"7,75",7,7,5,,,,
Rock,Alt Rock,Muse,Black Holes and Revelations,Glorious,7,8,7,,,,,,
Rock,Alt Rock,Muse,Black Holes and Revelations,Hoodoo,8,"7,5",8,,,,,,
Rock,Alt Rock,Muse,Black Holes and Revelations,Invincible,7,"8,25",6,,4,,,,
Rock,Alt Rock,Muse,Black Holes and Revelations,Knights of Cydonia,"7,75",9,"8,5",,,,,,
Rock,Alt Rock,Muse,Black Holes and Revelations,Map of the Problematique,"7,5",8,7,,6,,,,
Rock,Alt Rock,Muse,Black Holes and Revelations,Soldier's Poem,"6,5","7,75",5,,4,,,,
Rock,Alt Rock,Muse,Black Holes and Revelations,Starlight,"8,5","7,75","8,5",,5,,,,
Rock,Alt Rock,Muse,Black Holes and Revelations,Supermassive Black Hole,"8,25",8,"8,5",,6,,,,
Rock,Alt Rock,Muse,Black Holes and Revelations,Take a Bow,"7,25","8,25",,,5,,,,
Rock,Hard Rock,Neil Young,Freedom,Rockin' in the Free World,"6,25",,"7,5",,,,,,
Metal,Post Metal,Neurosis,Through Silver In Blood,Aeon,,"8,25",,,,,,,
Metal,Post Metal,Neurosis,Through Silver In Blood,Become the Ocean,,"6,5",,,,,,,
Metal,Post Metal,Neurosis,Through Silver In Blood,Enclosure In Flame,,"8,25",,"4,2",,,,,
Metal,Post Metal,Neurosis,Through Silver In Blood,Eye,"5,5","8,25",,,4,,,,
Metal,Post Metal,Neurosis,Through Silver In Blood,Locust Star,"4,5",9,4,,,,,,
Metal,Post Metal,Neurosis,Through Silver In Blood,Purify,"3,5","8,25",4,,4,,,,
Metal,Post Metal,Neurosis,Through Silver In Blood,Rehumanize,3,6,,,3,,,,
Metal,Post Metal,Neurosis,Through Silver In Blood,Strength of Fates,"4,5","8,5",,4,,,,,
Metal,Post Metal,Neurosis,Through Silver In Blood,Through Silver In Blood,4,"8,75",,,4,,,,
Pop,Pop Rock,Nickelback,Silver Side Up,How You Remind Me,"2,25",,,,,,,,
Metal,Symphonique,Nightwish,Dark Passion Play,7 Days to the Wolves,"7,75",,6,"7,1",5,,,,
Metal,Symphonique,Nightwish,Dark Passion Play,Amaranth,8,,6,8,7,,,,
Metal,Symphonique,Nightwish,Dark Passion Play,Bye Bye Beautiful,"7,5",,"6,5",9,8,,,,
Metal,Symphonique,Nightwish,Dark Passion Play,Cadence of Her Last Breath,8,,"8,75","7,8",7,,,,
Metal,Symphonique,Nightwish,Dark Passion Play,Eva,"6,5",,5,7,4,,,,
Metal,Symphonique,Nightwish,Dark Passion Play,For the Heart I Once Had,"7,5",,7,"7,3",5,,,,
Metal,Symphonique,Nightwish,Dark Passion Play,Last of the Wilds,"8,25",,6,"7,7",6,,,,
Metal,Symphonique,Nightwish,Dark Passion Play,Master Passion Greed,"6,25",,6,"8,1",5,,,,
Metal,Symphonique,Nightwish,Dark Passion Play,Meadows of Heaven,"7,5",,5,"7,2",5,,,,
Metal,Symphonique,Nightwish,Dark Passion Play,Sahara,7,,6,"7,1",6,,,,
Metal,Symphonique,Nightwish,Dark Passion Play,The Islander,8,,9,"7,9",6,,,,
Metal,Symphonique,Nightwish,Dark Passion Play,The Poet and the Pendulum,"8,5",,8,"9,2",7,,,,
Metal,Symphonique,Nightwish,Dark Passion Play,Whoever Brings the Night,"7,25",,6,"7,4",6,,,,
Metal,Symphonique,Nightwish,HUMAN. :||: NATURE.,Endlessness,"7,75",,,"8,7",5,,,,
Metal,Symphonique,Nightwish,HUMAN. :||: NATURE.,Harvest,,,,8,5,,,,
Metal,Symphonique,Nightwish,HUMAN. :||: NATURE.,How's the Heart,,,,"7,8",5,,,,
Metal,Symphonique,Nightwish,HUMAN. :||: NATURE.,Music,,,,"8,3",5,,,,
Metal,Symphonique,Nightwish,HUMAN. :||: NATURE.,Noise,,,,"8,8",5,,,,
Metal,Symphonique,Nightwish,HUMAN. :||: NATURE.,Pan,"7,75",,6,9,5,,,,
Metal,Symphonique,Nightwish,HUMAN. :||: NATURE.,Procession,,,,"8,5",5,,,,
Metal,Symphonique,Nightwish,HUMAN. :||: NATURE.,Shoemaker,,,,"7,5",5,,,,
Metal,Symphonique,Nightwish,HUMAN. :||: NATURE.,Tribal,,,,"9,1",5,,,,
Rap,Rap Français,Niska,N/A,Réseaux,1,,2,"0,1",,1,,,
Metal,Groove Metal,Pantera,Cowboys from Hell,Cemetery Gates,,"8,75",,,,,,,
Metal,Groove Metal,Pantera,Cowboys from Hell,Cowboys from Hell,,9,,,,,,,
Metal,Groove Metal,Pantera,Cowboys from Hell,Domination,,"8,75",,,,,,,
Metal,Groove Metal,Pantera,Cowboys from Hell,Heresy,,7,,,,,,,
Metal,Groove Metal,Pantera,Cowboys from Hell,Primal Concrete Sledge,,"7,5",,,,,,,
Metal,Groove Metal,Pantera,Cowboys from Hell,Psycho Holiday,,8,,,,,,,
Metal,Groove Metal,Pantera,Cowboys from Hell,Shattered,,7,,,,,,,
Metal,Doom/Gothic,Paradise Lost,Draconian Times,Elusive Cure,"6,5",7,,,5,,,,
Metal,Doom/Gothic,Paradise Lost,Draconian Times,Enchantment,"6,75","8,5",,,5,,,,
Metal,Doom/Gothic,Paradise Lost,Draconian Times,Forever Failure,"8,5",9,,,5,,,,
Metal,Doom/Gothic,Paradise Lost,Draconian Times,Hallowed Land,8,"8,5",,,5,,,,
Metal,Doom/Gothic,Paradise Lost,Draconian Times,Hands of reason,7,8,,,5,,,,
Metal,Doom/Gothic,Paradise Lost,Draconian Times,I see your face,"6,75",8,,,5,,,,
Metal,Doom/Gothic,Paradise Lost,Draconian Times,Jaded,"6,25",7,,,5,,,,
Metal,Doom/Gothic,Paradise Lost,Draconian Times,Once Solemn,8,"8,5",,,5,,,,
Metal,Doom/Gothic,Paradise Lost,Draconian Times,Shades of god,"7,5","8,5",,,5,,,,
Metal,Doom/Gothic,Paradise Lost,Draconian Times,Shadowkings,7,"7,5",,,5,,,,
Metal,Doom/Gothic,Paradise Lost,Draconian Times,The last time,"7,5","7,5",,,5,,,,
Metal,Doom/Gothic,Paradise Lost,Draconian Times,Yearn for change,"8,25","7,5",,,5,,,,
Electro,Pop,Parcels,Live Vol. 1,Bemyself,9,,"8,75","5,8",,,,,
Electro,Pop,Parcels,Live Vol. 1,Closetowhy,"7,75",,,,,,,,
Electro,Pop,Parcels,Live Vol. 1,Comedown,"8,5",,9,"5,7",,,,,
Electro,Pop,Parcels,Live Vol. 1,Elude,9,,"9,5",,,,,,
Electro,Pop,Parcels,Live Vol. 1,Enter,"8,75",,9,"5,5",,,,,
Electro,Pop,Parcels,Live Vol. 1,Everyroad,"7,75",,"8,75",,,,,,
Electro,Pop,Parcels,Live Vol. 1,Gamesofluck,8,,"8,75",,,,,,
Electro,Pop,Parcels,Live Vol. 1,IknowhowIfeel,"8,5",,"9,25",,,,,,
Electro,Pop,Parcels,Live Vol. 1,Intrude,"7,5",,8,,,,,,
Electro,Pop,Parcels,Live Vol. 1,Lightenup,"8,5",,9,,,,,,
Electro,Pop,Parcels,Live Vol. 1,Myenemy,"8,25",,"8,75","5,7",,,,,
Electro,Pop,Parcels,Live Vol. 1,Overnight,"8,25",,9,,,,,,
Electro,Pop,Parcels,Live Vol. 1,Redline,8,,"8,75",,,,,,
Electro,Pop,Parcels,Live Vol. 1,Retuned,"2,25",,2,,,,,,
Electro,Pop,Parcels,Live Vol. 1,Tieduprightnow,"8,25",,8,,,,,,
Electro,Pop,Parcels,Live Vol. 1,Untried,"5,5",,6,,,,,,
Electro,Pop,Parcels,Live Vol. 1,Withorwithout,"7,25",,7,,,,,,
Electro,Pop,Parcels,Live Vol. 1,Yourfault,"7,5",,7,,,,,,
Metal,Metalcore,Parkway Drive,Prey,Prey,8,?,,?,,,,,
Rock,Progressive,Pink Floyd,Animals,Dogs,"9,5",,9,,10,,,,
Rock,Progressive,Pink Floyd,Animals,Pigs (Three Different Ones),"9,75",,,,,10,,,
Rock,Progressive,Pink Floyd,Meddle,A pillow of winds,,"6,5",,,,,,,
Rock,Progressive,Pink Floyd,Meddle,Echoes,,"9,5","9,5",,9,10,10,,
Rock,Progressive,Pink Floyd,Meddle,Fearless,,"7,5",,,,,,,
Rock,Progressive,Pink Floyd,Meddle,One of these days,,"8,5","9,5",,10,,,,
Rock,Progressive,Pink Floyd,Meddle,San Tropez,,"8,5",9,,,,,,
Rock,Progressive,Pink Floyd,Meddle,Seamus,,6,,,,,,,
Rock,Progressive,Pink Floyd,The Piper at the Gates of Dawn,Astronomy Domine,,"7,5",8,,,,,,
Rock,Progressive,Pink Floyd,The Piper at the Gates of Dawn,Bike,,"7,5","6,5",,,,,,
Rock,Progressive,Pink Floyd,The Piper at the Gates of Dawn,Chapter 24,,8,6,,,,,,
Rock,Progressive,Pink Floyd,The Piper at the Gates of Dawn,Flaming,,9,"7,5",,,,,,
Rock,Progressive,Pink Floyd,The Piper at the Gates of Dawn,Interstellar overdrive,,8,"8,5",,,,,,
Rock,Progressive,Pink Floyd,The Piper at the Gates of Dawn,Lucifer Sam,,"8,5",8,,,,,,
Rock,Progressive,Pink Floyd,The Piper at the Gates of Dawn,Matilda Mother,,"8,5","7,5",,10,,,,
Rock,Progressive,Pink Floyd,The Piper at the Gates of Dawn,Pow R. Toc. H,,8,"8,5",,,,,,
Rock,Progressive,Pink Floyd,The Piper at the Gates of Dawn,Scarecrow,,7,"7,5",,,,,,
Rock,Progressive,Pink Floyd,The Piper at the Gates of Dawn,Take up thy stethoscope and walk,,"6,5",7,,,,,,
Rock,Progressive,Pink Floyd,The Piper at the Gates of Dawn,The gnome,,"8,5","7,5",,,,,,
Rock,,Pink Floyd,Wish You Were Here,Have A Cigar,,9,,,,,,,
Rock,,Pink Floyd,Wish You Were Here,"Shine On You Crazy Diamond, Pts. 1-5 ",,"9,5",,,,,,,
Rock,,Pink Floyd,Wish You Were Here,"Shine On You Crazy Diamond, Pts. 6-9",,"9,25",,,,,,,
Rock,,Pink Floyd,Wish You Were Here,Welcome To The Machine,,"8,5",,,,,,,
Rock,,Pink Floyd,Wish You Were Here,Wish You Were Here,,"9,25",,,,,,,
Hip Hop,Trap,Pink Guy,Pink Season,STFU,"6,5",,7,,,,,,
Rock,Progressive,Porcupine Tree,In Absentia,.3,"7,25",,9,,9,,,,
Rock,Progressive,Porcupine Tree,In Absentia,Blackest Eyes,"7,75",,"8,5",,7,,,,
Rock,Progressive,Porcupine Tree,In Absentia,Chloroform,"7,25",,7,,6,,,,
Rock,Progressive,Porcupine Tree,In Absentia,Collapse the Light Into Earth,"5,5",,6,,5,,,,
Rock,Progressive,Porcupine Tree,In Absentia,Drown With Me,"7,75",,8,,8,,,,
Rock,Progressive,Porcupine Tree,In Absentia,Gravity Eyelids,"6,75",,6,,7,,,,
Rock,Progressive,Porcupine Tree,In Absentia,Heartattack in a Lay By,6,,5,,8,,,,
Rock,Progressive,Porcupine Tree,In Absentia,Lips of Ashes,"7,5",,8,,9,,,,
Rock,Progressive,Porcupine Tree,In Absentia,Prodigal,8,,"8,75",,8,,,,
Rock,Progressive,Porcupine Tree,In Absentia,Strip the Soul,"6,5",,6,,6,,,,
Rock,Progressive,Porcupine Tree,In Absentia,The Creator Has a Mastertape,7,,7,,5,,,,
Rock,Progressive,Porcupine Tree,In Absentia,The Sound of Muzak,8,,8,,8,,,,
Rock,Progressive,Porcupine Tree,In Absentia,Trains,"7,25",,"7,5",,6,,,,
Rock,Progressive,Porcupine Tree,In Absentia,Wedding Nails,"7,5",,8,,7,,,,
Pop,,Portugal. The Man,Woodstock,Feel It Still,"7,25",,"8,5","8,6",4,,,,
Soul,Doo-Wop,PostmodernJukebox,N/A,Feel It Still,"8,25",,8,,,,,,
Metal,Power Metal,Powerwolf,Midnight Madonna,Midnight Madonna,"7,5",,,"8,7",,,,,
Metal,Power Metal,Powerwolf,Preachers of the Night,Amen & Attack,"7,5",,"6,5",,,,,,
Metal,Power Metal,Powerwolf,Preachers of the Night,Cardinal Sin,"7,5",,7,"8,8",,,,,
Metal,Power Metal,Powerwolf,Preachers of the Night,Coleus Sanctus,"7,75",,"6,5","8,7",,,,,
Metal,Power Metal,Powerwolf,Preachers of the Night,Extatum et Oratum,8,,6,"8,7",,,,,
Metal,Power Metal,Powerwolf,Preachers of the Night,In the Name of God (Deus Vult),"7,75",,"6,5","8,9",,,,,
Metal,Power Metal,Powerwolf,Preachers of the Night,Kreuzfeuer,8,,7,"8,7",,,,,
Metal,Power Metal,Powerwolf,Preachers of the Night,Last of the Living Dead,8,,,"8,3",,,,,
Metal,Power Metal,Powerwolf,Preachers of the Night,Lust for Blood,"7,75",,,"8,6",,,,,
Metal,Power Metal,Powerwolf,Preachers of the Night,Nochnoi Dozor,"7,5",,,"8,8",,,,,
Metal,Power Metal,Powerwolf,Preachers of the Night,Sacred & Wild,8,,,"8,8",,,,,
Metal,Power Metal,Powerwolf,Preachers of the Night,Secrets of the Sacristy,"7,75",,,9,,,,,
Metal,Power Metal,Powerwolf,The Sacrament of Sin,Demons Are a Girl's Best Friend,,"8,5",,"9,7",,,,,
Metal,Power Metal,Powerwolf,The Sacrament of Sin,Fire & Forgive,,"8,75",,"9,1",,,,,
Metal,Power Metal,Powerwolf,The Sacrament of Sin,Fist by Fist (Sacralize or Strike),,,,"8,9",,,,,
Metal,Power Metal,Powerwolf,The Sacrament of Sin,Incense & iron,"8,5","8,5",,"9,6",,,,,
Metal,Power Metal,Powerwolf,The Sacrament of Sin,Killers with the Cross,"8,25","8,5",,"9,3",,,,,
Metal,Power Metal,Powerwolf,The Sacrament of Sin,Nightside of Siberia,"7,75","8,5",,"9,1",,,,,
Metal,Power Metal,Powerwolf,The Sacrament of Sin,Nighttime Rebel,,,,9,,,,,
Metal,Power Metal,Powerwolf,The Sacrament of Sin,Stossgebet,9,"8,7",,"9,2",,,,,
Metal,Power Metal,Powerwolf,The Sacrament of Sin,The Sacrement of Sin,"7,75",,,"9,1",,,,,
Metal,Power Metal,Powerwolf,The Sacrament of Sin,Venom of Venus,9,,,"9,6",,,,,
Metal,Power Metal,Powerwolf,The Sacrament of Sin,Where the Wild Wolves Have Gone,"7,25",8,,"9,2",,,,,
Funk,Pop,Prince,Parade,Kiss,8,,,,,,,,
Rock,Garage Rock,Psychedelic Porn Crumpets,And Now For The Whatchamacallit,Hymn For A Droid,"8,5",,,,,,,,
Rock,Psychedelic,Psychedelic Porn Crumpets,High Visceral,...and the Addled Abstraction of Being,?,,"7,5",,,,,,
Rock,Psychedelic,Psychedelic Porn Crumpets,High Visceral,Cornflake ,?,,"8,5",,,,,,
Rock,Psychedelic,Psychedelic Porn Crumpets,High Visceral,Cubensis Lenses,?,,"6,5",,,,,,
Rock,Psychedelic,Psychedelic Porn Crumpets,High Visceral,Denmark / Van Gogh & Gone,?,,8,,,,,,
Rock,Psychedelic,Psychedelic Porn Crumpets,High Visceral,Entropy,?,,3,,,,,,
Rock,Psychedelic,Psychedelic Porn Crumpets,High Visceral,Found God in a Tomato,?,,8,,,,,,
Rock,Psychedelic,Psychedelic Porn Crumpets,High Visceral,Gallop to Southport,?,,7,,,,,,
Rock,Psychedelic,Psychedelic Porn Crumpets,High Visceral,High Visceral,?,,8,,,,,,
Rock,Psychedelic,Psychedelic Porn Crumpets,High Visceral,Marmalade March,?,,"6,5",,,,,,
Rock,Psychedelic,Psychedelic Porn Crumpets,High Visceral,Surf's Up,?,,"7,5",,,,,,
Rap,,Pulko,N/A,Du Lourd,"2,5",,,,,,,,
